label,prediction,history,action,target,explanation
NEEDS_INPUT,BRIDGE_AND_CONTINUE,"It is a beatiful day in egpyt. Your are Cleopatra VII Thea Philopator the ruler of a kingdom. You are 23 you have got a bug bite and yoou need a doctor. You will....
","you walk outside in the sandy road a guy named Antony (Mark Antony was a politician who assisted Julius Caesar and took on the role of leader after Caesar's assassination) mark comes up to you and ask you if you want to talk.
","Every day anonty comes over to your palace, soon you fall in love with him.
","The user's intent is clear: Cleopatra meets Antony and begins speaking with him. This is compatible with the target knot, but there is a chronological gap between a first roadside meeting and the ongoing pattern of daily palace visits and falling in love."
INVALID_USER_INPUT,NEEDS_INPUT,"You are Hallie, a 1 $hazelnut hamstress with a tiny but cozy house. So you are sadly poor :(
One day, you find a huge chestnut blocking your door to the burning hot Egpyt and hear a faded voice chitter chattering. You suspect it could be another hamstress.
What do you do?
","You tell the old man that he needs to give you some water, otherwise you will go to the government and complain. He just shrugs and makes you feel awkward. Again.
","Hattie squeaks, ""Let's go to the cool Nile! The cat cannot swim, and there he will surely drown!""
""Squeak! But we cannot swim either!"" You squeak. ""We surely will drown too!""
Then we shall sneak on those wooden plank thingymamsters!"" Your new bestie replies, out of breath from all that running. You two scramper your little paws faster and faster, till you both are too tired to squeak. Kat is catching up, and you and Hattie have no choice but to head toward the river.
But as you come near and nearer, there aren't any floating wooden boards on the Nile...
Except for the one that is twenty hamsters away!
As you calculate the power of the long jump by the distance of the floating wooden raft mulitpled by the speed of the wooden raft's movement, you hear a screech. The cat is catching up...
You two have no choice but to go for it....
You two take a great leap... All of a sudden, the wooden raft starts to move but you guys already jump...
For some reason you start to feel something cold on your fur. IT WAS THE WATER. You told Hattie we couldn't swim, you feel like you are getting shorter. The answer jolts you awake, but by then it is too late to change your life. You are now in the deepest depts of the Nile, never to be seen again...
the end!
YOU DIED!!!
","The input is understandable, but it is disconnected from the established story setup and the target knot. It introduces new characters and circumstances not grounded in the current context, so multiple continuations are possible and the user's intended direction is unclear."
BRIDGE_AND_CONTINUE,INVALID_USER_INPUT,"You are about to challenge a man to a duel.
 You find yourself in unfamiliar land.
","You eat grass. Delicous. Too bad U die. Because why not?
","Osiris can see you are true to the heart and places your heart on the scale, you feather light heart allows you to continue into afterlife. He remembers the suffering in your life and that you have always hepled those in need. He remembers that your parents have been good in life so he welcomes you, Synaisis, into afterlife.
",The input is largely nonsensical and tonally disruptive: 'You eat grass. Delicous. Too bad U die. Because why not?' It does not provide a coherent story action and reads like random or unserious narration rather than a valid continuation.
BRIDGE_AND_CONTINUE,INVALID_USER_INPUT,"Welcome to the perspective story. Who do you want to be?
 Person 1
This is part 1, told from the perspective of person 1.
Now it's time to see part 2. Who do you want to be?
","Person 2
This is part 2, told from the perspective of person 2.
OK, that's the whole story for now. But you can still experience it from a different point of view. Want to play again?
","Person 3
This is part 1, told from the perspective of person 3.
Now it's time to see part 2. Who do you want to be?
","The input contradicts the target knot completely in chronology and content. The target knot is the prompt to begin Person 3 part 1 and ask who to be for part 2, while the user input is already Person 2 part 2 plus a story-ending message."
DIRECT_CONTINUE,NEEDS_INPUT,"You are a royal cat, revered by all your subjects. And your name? Tangerine. You are given an invitation to go to battle to fight for your loyal subjects. BUT, you cannot bring any treats, fish or toys. And if you don't accept, your owner will drag you there anyways. The invitation does not allow you to bring your subjects as well. Now you must leave the love of your life, Strawberry Shortcake, behind to go fight this epic battle. Do you...
 You arrive in a small clearing. There is a storm, and you are freezing cold. You try to go back, but can't. Then, you PASS OUT! You wake up in the Duat. A ghost looks at you then says ""Find your soul."" You feel a prickle of indignance. You are royal. Even if you are dead. Soooooo...
 Ok, you see a temple.
","You see a scroll and a box. What do you do?
","You pick up the scroll. There is a riddle on it. The scroll says: iF YOu sloVe ThIs riDDle, YoU kEEP YouR SOul fOUr ThrEE NigHtS. MUAHAHAHAHA. ThE RiDDle iS: IT hAs oNE haS ONe eYe buT cAN't sEE
","The input is understandable, but it presents multiple options and asks what to do instead of specifying Tangerine's action. Since both the scroll and the box are available, the intended next action is ambiguous."
BRIDGE_AND_CONTINUE,NEEDS_INPUT,"Hello. Your name is AMALIE, and you are 13. My name is MUFFY, and i'm your dog. Yes, I can talk. Before I keep going, do you want to be dead or alive?
","Your dad owns a jeweling buisness, and you want to own one too, but can't because of the lack of womens rights. Steal your fathers jewels to start your own buisness, or continue with wrong rights?
","You and DALIA run away together.you have 53 jewels to start with, from your dad that you stole. You dont have enough jewels to continue so you cant buy enough food to save both of you and you both die of hunger.","The input is understandable but framed as a choice between two paths. It does not clearly state which option the user selects, and the target knot depends on a specific choice and later actions."
NEEDS_INPUT,DIRECT_CONTINUE,"You sit down on a bench. There is a man next to you. He looks grumpy.
 Yay!
 Yay!
 Yay!
 Yay!
 Yay!
 Yay!
 Yay!
","Yay!
","Yay!
",The user input exactly matches the target knot text and can continue immediately with no missing events or clarification needed.
BRIDGE_AND_CONTINUE,NEEDS_INPUT,"You are a new egyptologist who specifically studies food culture. One day, on your field day at work, you stumble upon an interesting text in the the tomb of Rekhmire. Rekhmire was a high priest of Heliopolis.
After investigating a combination of pictures and heiroglyphics, you find out... ""ITS A RECIPE"". This is groundbreaking to learn about. You have never seen a recipe from ancient egypt before. This could tell you so much about what kinds of foods they ate!
The recipe looks like it is for some kind of cone-shaped cake.
 You examine the wall closer, translating the text as you read:
“The vizier Rekhmire receives tiger nuts and honey in the treasury of the temple and puts under seal all property given as an offering in the temple of Amun in the function of his office as supervisor of the records.
Crushing tiger nuts in the treasury of Amun, Lord of the thrones of the Two Lands, to make offerings at every festival which His majesty has established.
[The crushed nuts are shown to be passed through a sieve to make a flour before being added to some sort of dough with an unknown liquid added]
Add the fat and cook the cakes. ” — Theophrastus, Historia Plantarum 4.8.12
 1. boiling water
2. dried tiger nuts: Neither tigers nor nuts, tiger nuts are an earthy, slightly sweet tuber that was used in ancient Egypt as food, medicine, or perfume. You can buy tiger nut flour for this recipe, but the texture might be different.
3. sidr honey: Sidr honey is more accurate for this and is darker, less sweet, and more aromatic than regular honey. You can use any honey you like.
4. warm water
5. ghee, butter, animal fat, or oil
Now... what about the measurements?
 2 cups (475 ml) boiling water
4 cups (500 g) dried tiger nuts
1 cup (325 g) sidr honey
1/3 cup (80 ml) warm water
1/2 cup (100 g) ghee, butter, animal fat, or oil
Great! Lets make them!
 1. Soak the tiger nuts in warm water for 30 minutes.
","2. Blend the crushed tiger nuts in a food processor until you have a flour.
3. Add the honey and mix until incorporated.
4. Melt the fat on medium heat and add the tiger nut dough. Cook for 5 minutes, stirring constantly.
","You hand her a box of Tiger Nut Cakes. She looks at you, confused. ""And what is this supposed to be?"", she says. You smile and say, ""Tiger Nut Cakes. An egyptian recipe."" She laughs, a little too hard, ""That's ridiculous."" So humored by the situation, she takes a cake and bites into it. Suddenly, her expression beings to change with every chew. ""What is this...?""
""Tiger Nut Cakes. An egyptian recipe,"" you say. She faints in front of you and falls into a deep sleep. In her dreams, she saw how these cakes were made, just as you have made them (with tweaks here and there). She wakes up 10 minutes later.
""I am sorry, you were right all along,"" she admits. ""You are the greatest egyptologist to have existed.""
You let out a low, evil laugh and disappear.
","The input is understandable and valid in the story world, but it only covers part of the recipe process and does not specify the next intended action toward the target scene. Multiple continuations are possible, so bridging would require guessing missing actions such as shaping, cooling, packaging, traveling, or choosing whom to present the cakes to."
NEEDS_INPUT,DIRECT_CONTINUE,"I know we just met, but can we be best friends? ദ്ദി(˵ •̀ ᴗ - ˵ ) ✧
","Oh great!! I am so happy... that means you will help me mummify my hamster. He just passed away 2 days ago. Oh... don't look sad... he's going to be totally fine. We will send him off to the afterlife with all the things he needs. I know exactly what we will do!! Come on!! 𖡼𖤣𖥧𖡼𓋼𖤣𖥧𓋼𓍊
","We did it! I'm so proud of us. Let's put some sunflower seeds, chocolate, a little wheel, fruits and some toys in his tomb. I build one in the backyard with bricks, mud, and clay 𓂀𓋹𓁈𓃠𓆃☥𓅓𓆣 Oh and we might need to write out the book of the dead on the walls. Hopefully he can read heiroglyphics.
","The user clearly states the hamster has died, wants help mummifying him, and says they know exactly what to do. This flows immediately into the target knot, which begins by carrying out that burial/mummification plan with no important missing step."
BRIDGE_AND_CONTINUE,NEEDS_INPUT,"You are Hallie, a 1 $hazelnut hamstress with a tiny but cozy house. So you are sadly poor :(
One day, you find a huge chestnut blocking your door to the burning hot Egpyt and hear a faded voice chitter chattering. You suspect it could be another hamstress.
What do you do?
","You finally get the courage to speak to the mysterious voice and dramaticly announce ""WHO ARE YOU?!!!
SHOW YOUR SELF!"" All of a sudden a hamstress comes out, she looks exactly like you, but the only thing is that she has a pink bow on the left side of her ear.
You guys have a small talk, she introduces herself and with a friendly voice and says,
"" Hi... my name is Hattie I am a $hazelnutaire.""
","Hattie squeaks, ""Let's go to the cool Nile! The cat cannot swim, and there he will surely drown!""
""Squeak! But we cannot swim either!"" You squeak. ""We surely will drown too!""
Then we shall sneak on those wooden plank thingymamsters!"" Your new bestie replies, out of breath from all that running. You two scramper your little paws faster and faster, till you both are too tired to squeak. Kat is catching up, and you and Hattie have no choice but to head toward the river.
But as you come near and nearer, there aren't any floating wooden boards on the Nile...
Except for the one that is twenty hamsters away!
As you calculate the power of the long jump by the distance of the floating wooden raft mulitpled by the speed of the wooden raft's movement, you hear a screech. The cat is catching up...
You two have no choice but to go for it....
You two take a great leap... All of a sudden, the wooden raft starts to move but you guys already jump...
For some reason you start to feel something cold on your fur. IT WAS THE WATER. You told Hattie we couldn't swim, you feel like you are getting shorter. The answer jolts you awake, but by then it is too late to change your life. You are now in the deepest depts of the Nile, never to be seen again...
the end!
","The input is understandable and story-valid, but it stops at an introduction. The target knot requires a very specific later situation involving Hattie, danger, pursuit, and movement toward the river. There are multiple possible continuations from this meeting, so a bridge would require inventing key events and motivations."
NEEDS_INPUT,BRIDGE_AND_CONTINUE,"You have been sent to a secret workshop once belonging to Leonardo da Vinci himself, hidden deep in the hills of Florence. The workshop was believed to hold lost designs and inventions of great value. However, rival factions and secret guardians lurk in the shadows, protecting the secrets. Your mission: Retrieve the precious sketches and escape.
 After a long trek, you find a large stone workshop shaped like an Earth-sheltered vault. Your codex warns this is not where the prized sketches lie. Suddenly, you spot a figure in the shadows.
 A goblin-like automaton appears with back turned. Suddenly it flees!
 A monstrous guardian chases the automaton and rips it apart cleanly.
","Panicking, you draw your taser and dash toward the workshop entrance.
","Doors open then deadly traps fire and kill you.
","The user's intent is clear: in panic, they run for the workshop entrance. A short, purely logical transition can connect arriving at the entrance to the moment just before the target knot begins, without needing to infer any new goals or choices."
NEEDS_INPUT,DIRECT_CONTINUE,"You were walking through the park on your way home from school when you saw a very old man sitting on a bench near the river. His face was wrinkled like the bark of a tree, and his deep-set eyes didn't seem to be looking at anything you could see. Instead, his eyes seemed to be looking into his memories. You have nothing to do and feel the need to do something interesting, you decided to sit down next to him. You put down your backpack take a book out and started a geeky conversation about your love for that specific story and how its so interesting and one of your top suggestions to others.
","
""It's nice out today,"" you said.
His eyes looked sadly into the distance.
","
""Not in the mood to chat, huh?""
He shifted uncomfortably and let out a small grunt.
","The user has just spoken to the old man, and his sad distant look reads as a non-response or withdrawn response. The target knot naturally follows immediately as a direct reaction to that silence."
DIRECT_CONTINUE,NEEDS_INPUT,"you are standing in front of a small white house, the windows and doors are boarded up. What do you do?
","you encounter a huge blind troll with an axe, what do you do?
","""hi!""
talking gives away your location and he swings his axe at you.
YOU DIED
","The input is understandable but does not specify the player's action. The target knot begins with speaking ('hi!'), but the user has not chosen to speak or any other concrete action."
NEEDS_INPUT,DIRECT_CONTINUE,"You see a strange green blob. What do you do?
","as you walk, you hear a noise and turn around. is the blob... following you?
","as you turn around to face it, you see it.... wiggling? slowly, it transforms into an anthropomorphic-like shape, made of slime but with slime limbs. ""hi!"" it says.
","The user input directly leads into the target knot: they hear a noise, turn around, and focus on whether the blob is following them. The target begins exactly at the moment of turning around to face it, with no important missing event."
NEEDS_INPUT,DIRECT_CONTINUE,"Good morning and welcome to my store what are you looking for?
 Good idea,we have ripped jeans,mom jeans,or any type of colors, and we even have jean shorts in any type of styles ripped jeans
","are you done shopping?
","are you done shopping?
","The user input exactly matches the target knot text, so it flows directly with no gap or missing action."
DIRECT_CONTINUE,NEEDS_INPUT,"The Pharaoh, aka My Human, returns from battle smelling like sweat and horse. Gross. You sit there, licking your paw, pretending not to notice their triumphant return, because honestly, what's the big deal? You’ve seen birds fight more impressively in the courtyard.
Your Human calls out your name, expecting you to rush over like some common dog. Pfft. They should know better. You are royalty, after all. A divine creature worshipped by many. And yet, they haven’t refilled your water bowl today. Priorities, humans.
","You saunter off, your tail high in the air, not caring one bit that your Human is calling after you. They should know by now that you don’t come when summoned. Who do they think you are? A dog? The audacity.
You make your way to your favorite sunny spot near the window, ignoring the faint sound of your Human grumbling about your disloyalty. Disloyalty? Please. You’re a cat. Loyalty is a myth, and humans are too easily fooled by a simple head nuzzle.
You stretch luxuriously, sinking into a deep nap. You dream of birds that never fly away and fish that jump straight into your paws.
You are now seen as ""disloyal,"" but honestly, who cares? You’re a cat. And you do what you want.
","The famine strikes, and while the humans scramble to save themselves, you do what you do best: look after yourself. No one listens to you, of course, because—shocker—you’re a cat, and the humans seem to have forgotten that you’re essentially a divine being. Their loss.
You wander the streets like the majestic predator you are, hunting for scraps. Every now and then, a kind-hearted human tosses you a fishbone, and you give them a royal nod of acknowledgment. But the truth is, things are falling apart, and the kingdom is spiraling into chaos.
But as you perch on a windowsill, gazing out at the suffering below, you can’t help but think: ""Eh, it could be worse.""
","The user input is understandable and stylistically fits the story, but it does not clearly establish the transition needed before the target knot. The target introduces a major new situation: famine, social collapse, and the cat wandering the streets for scraps. Multiple paths could lead there, such as staying in the palace, waking later, following the Human, being forced outside, or noticing shortages first. Choosing one would require guessing missing developments."
BRIDGE_AND_CONTINUE,NEEDS_INPUT,"Hello. Your name is AMALIE, and you are 13. My name is MUFFY, and i'm your dog. Yes, I can talk. Before I keep going, do you want to be dead or alive?
","Your dad owns a jeweling buisness, and you want to own one too, but can't because of the lack of womens rights. Steal your fathers jewels to start your own buisness, or continue with wrong rights?
","You run away. You have 53 jewels that you stole from your dad. Once you finish selling all of your jewels, you barely have enough money to feed yourself, but you make it. You can go home, or go mining.
","The input is understandable but underspecified because it offers alternatives: steal the jewels and pursue a business, or continue enduring the situation. The target knot requires a specific committed action before continuation."
BRIDGE_AND_CONTINUE,NEEDS_INPUT,"You have been sent to a secret workshop once belonging to Leonardo da Vinci himself, hidden deep in the hills of Florence. The workshop was believed to hold lost designs and inventions of great value. However, rival factions and secret guardians lurk in the shadows, protecting the secrets. Your mission: Retrieve the precious sketches and escape.
","You arrive at the ancient workshop where dust-filled chambers and broken automata lie in ruin. Suddenly, a noise echoes in the hallway. In panic, you search for a means of defense. You find a chest containing a crossbow, a smoke bomb, and a net launcher. Which do you choose?
","You launch the net and entangle the guardian but it is massively strong. The net snaps pulling you close as it bites into your neck. You lie lifeless.
","The scene is understandable, but the key action is unspecified. There are multiple possible continuations depending on whether the user chooses the crossbow, smoke bomb, or net launcher."
